"ADDR_ENG","MEMO_NO","REGISTRY_CODE","DELIVERY_DATE","v_region_id","v_str_region","v_str_mjdist","v_mjdist_code","v_str_dist","v_dist_code","v_str_lot_full","v_str_lot_ext_full","v_str_dd_full","v_str_estate","v_est_id","v_str_phase","v_phase_id","v_str_street_full","v_str_bldg_full","v_bldg_id","v_str_floor_full","v_str_floor_net","v_str_unit_full","v_str_unit_net","unit_id","v_has_carpark","v_has_roof","map_status","unparse_namestr","unit_num"
"1ST FLOOR AND BALCONY OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","256838","SK","1996-09-0512.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," AND BALCONY OF ERECTED THEREON  ","0"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","256853","SK","1996-09-0512.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","256857","SK","1996-09-0512.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"2ND FLOOR & ROOF OF THE BUILDING, CLEAR WATER BAY ROAD, TSENG LAM SHU, SAI KUNG, N.T.","256355","SK","1996-08-2912.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","CLEAR WATER BAY ROAD","E000005663","","","","CLEAR WATER BAY ROAD (DD227 LOT 393)","B000019652","2ND FLOOR","2","","","U001882274","0","1","Full Mapped - Floor"," & ROOF OF THE BUILDING  TSENG LAM SHU  ","1"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","256872","SK","1996-09-0512.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","256873","SK","1996-09-0512.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"GROUND FLOOR OF THE BUILDING","256382","SK","1996-08-2912.00.00","","","","","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF","0"
"GROUND FLOOR AND GARDEN OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","256935","SK","1996-09-0612.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," AND GARDEN OF ERECTED THEREON  ","0"
"1ST FLOOR OF THE BUILDING","256394","SK","1996-08-2912.00.00","","","","","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF","0"
"1ST FLOOR, NAM SHAN VILLAGE, SAI KUNG, N.T.","256652","SK","1996-09-0212.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info"," NAM SHAN VILLAGE  ","0"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","256654","SK","1996-09-0212.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"2ND FLOOR AND ROOF OF BLOCK B, SAI KUNG, N.T.","256676","SK","1996-09-0312.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","","","BLOCK B ","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF  ","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","256680","SK","1996-09-0312.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"FLAT B ON GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","257020","SK","1996-09-0712.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","FLAT B","B","","0","0","No Estate Info"," ON  OF ERECTED THEREON  ","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","256713","SK","1996-09-0312.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","256741","SK","1996-09-0412.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","256995","SK","1996-09-0712.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","256744","SK","1996-09-0412.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"GROUND FLOOR OF BLOCK A","256765","SK","1996-09-0412.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF BLOCK A","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","257052","SK","1996-09-0912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"GROUND FLOOR OF THE BUILDING THEREO","256522","SK","1996-08-3112.00.00","","","","","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF THEREO","0"
"BLOCK 1, FLAT H, 10TH FLOOR OF THE BUILDING","256545","SK","1996-08-3112.00.00","","","","","","","","","","","","","","1, ,  OF "," THE BUILDING","","10TH FLOOR","10","FLAT H","H","","0","0","No Estate Info","BLOCK","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255080","SK","1996-08-0912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255255","SK","1996-08-1212.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"GROUND FLOOR AND FIRST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255266","SK","1996-08-1312.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","","1ST FLOOR OF ERECTED THEREON "," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," AND","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255693","SK","1996-08-1712.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255702","SK","1996-08-1912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255277","SK","1996-08-1312.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255526","SK","1996-08-1512.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"2ND FLOOR & ROOF OF THE BUILDING","255730","SK","1996-08-1912.00.00","","","","","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," & ROOF OF","0"
"1ST FLOOR OF THE BUILDING","255734","SK","1996-08-1912.00.00","","","","","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF","0"
"2ND FLOOR AND ROOF OF BLOCK A OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255311","SK","1996-08-1312.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","","","BLOCK A ","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF OF THE BUILDING ERECTED THEREON  ","0"
"2ND FLOOR & MAIN ROOF OF LAKE COURT TUI MIN HOI, SAI KUNG, N.T.","255313","SK","1996-08-1312.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","LAKE COURT","E000000167","","","","","","2ND FLOOR","2","","","","0","1","Multi - Floor"," & MAIN ROOF OF  TUI MIN HOI  ","22"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255334","SK","1996-08-1412.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"SECOND FLOOR AND THE ROOF OF THE BUILDING","255543","SK","1996-08-1512.00.00","","","","","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND THE ROOF OF","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255758","SK","1996-08-1912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255761","SK","1996-08-1912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255762","SK","1996-08-1912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"2ND FLOOR & PART OF THE STAIRCASE, PLATFORM BETWEEN 1/F & 2/F & THE ROOF THEREOF OF THE BUILDING.","255143","SK","1996-08-1012.00.00","","","","","","","","","","","","","","1 "," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," & PART OF THE STAIRCASE, PLATFORM BETWEEN/F & 2/F & THE ROOF THEREOF OF.","0"
"1ST FLOOR AND 2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255155","SK","1996-08-1012.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","","2ND FLOOR AND ROOF OF ERECTED THEREON "," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," AND","0"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255573","SK","1996-08-1612.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255589","SK","1996-08-1612.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"1ST FLOOR OF THE BUILDING","255590","SK","1996-08-1612.00.00","","","","","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF","0"
"LOT NO. 2006 IN D.D. NO. 244     HOUSE NO. 2 OF VENICE VILLA, SAI KUNG, N.T.","255792","SK","1996-08-2012.00.00","30","N.T.","SAI KUNG","SK","","","LOT NO. 2006","","D.D. NO. 244","VENICE VILLA","E08980","","","","HOUSE NO. 2 ","","","","","","","0","0","No Units"," IN  OF   ","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255796","SK","1996-08-2012.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255815","SK","1996-08-2012.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"2ND FLOOR AND ROOF, HOUSE NO. 161, TAI PO TSAI, SAI KUNG, N.T.","255192","SK","1996-08-1212.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","TAI PO TSAI","E000007597","","","","HOUSE NO. 161 ","","2ND FLOOR","2","","","","0","1","Multi - Floor"," AND ROOF   ","3"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","255195","SK","1996-08-1212.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"GROUND FLOOR OF THE BUILDING","255210","SK","1996-08-1212.00.00","","","","","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF","0"
"1ST FLOOR OF THE BUILDING","255211","SK","1996-08-1212.00.00","","","","","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF","0"
"HOUSE NO. D-8 AND ITS CURTILAGE","261078","SK","1996-11-2512.00.00","","","","","","","","","","","","","","8 AND ITS CURTILAGE ","HOUSE NO. ","","","","","","","0","0","No Estate Info","D-","0"
"GROUND FLOOR","261087","SK","1996-11-2512.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"2ND FLOOR AND ROOF","261096","SK","1996-11-2612.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"GROUND FLOOR OF THE BUILDING","260887","SK","1996-11-2112.00.00","","","","","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF","0"
"GROUND FLOOR OF THE BUILDING","260896","SK","1996-11-2112.00.00","","","","","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF","0"
"1ST FLOOR OF THE BUILDING","260899","SK","1996-11-2112.00.00","","","","","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF","0"
"1ST FLOOR","261314","SK","1996-11-2812.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"1ST FLOOR","261336","SK","1996-11-2812.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"RESIDENTAL HOUSE NO. D-2 AND ITS CURTILAGE ERECTED THEREON","261343","SK","1996-11-2812.00.00","","","","","","","","","","","","","","2 AND ITS CURTILAGE ERECTED THEREON ","HOUSE NO. ","","","","","","","0","0","No Estate Info","RESIDENTAL D-","0"
"GROUND FLOOR","261397","SK","1996-11-2912.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"2ND FLOOR AND ROOF","261764","SK","1996-12-0512.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","261635","SK","1996-12-0212.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"GROUND FLOOR OF THE BUILDING","261668","SK","1996-12-0312.00.00","","","","","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF","0"
"GROUND FLOOR OF THE BUILDING","261710","SK","1996-12-0312.00.00","","","","","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF","0"
"2ND FLOOR AND ROOF","261904","SK","1996-12-0612.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"2ND FLOOR AND ROOF","261722","SK","1996-12-0412.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"GROUND FLOOR","261738","SK","1996-12-0412.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"2ND FLOOR AND ROOF","261740","SK","1996-12-0412.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"GROUND FLOOR","261876","SK","1996-12-0612.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"2ND FLOOR AND ROOF","260529","SK","1996-11-1312.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"GROUND FLOOR","260719","SK","1996-11-1612.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"1/F OF HOUSE A","260732","SK","1996-11-1612.00.00","","","","","","","","","","","","","","","","","1/F ","1","","","","0","0","No Estate Info","OF HOUSE A","0"
"2/F AND ROOF","260734","SK","1996-11-1612.00.00","","","","","","","","","","","","","","","","","2/F ","2","","","","0","1","No Estate Info","AND ROOF","0"
"1ST FLOOR","260932","SK","1996-11-2212.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"2ND FLOOR AND ROOF","260963","SK","1996-11-2212.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"GROUND FLOOR","261138","SK","1996-11-2612.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"2ND FLOOR AND ROOF","261143","SK","1996-11-2612.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"2ND FLOOR AND ROOF","261156","SK","1996-11-2712.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"1ST FLOOR","260576","SK","1996-11-1412.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"1ST FLOOR","260582","SK","1996-11-1412.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"GROUND FLOOR","260586","SK","1996-11-1412.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"2ND FLOOR AND ROOF","260589","SK","1996-11-1412.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"GROUND FLOOR, SAI KUNG, N.T.","260752","SK","1996-11-1812.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","  ","0"
"2ND FLOOR AND ROOF","260755","SK","1996-11-1812.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"BLOCK J","260763","SK","1996-11-1812.00.00","","","","","","","","","","","","","","","","","","","","","","0","0","No Estate Info","BLOCK J","0"
"1ST FLOOR OF NO. 88C SAI KUNG ROAD, SAI KUNG, N.T.","260772","SK","1996-11-1912.00.00","30","N.T.","SAI KUNG","SK","SAI KUNG ","K-SK / CWB","","","","SAI KUNG ROAD","E000000308","","","NO. 88C SAI KUNG ROAD","","","1ST FLOOR","1","","","","0","0","Multi - Floor"," OF ","5"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","260773","SK","1996-11-1912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"GROUND FLOOR","260967","SK","1996-11-2212.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"GROUND FLOOR","260968","SK","1996-11-2212.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"1ST FLOOR OF NO. 62 PO TUNG ROAD, SAI KUNG, N.T.","260974","SK","1996-11-2212.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","","NO. 62 PO TUNG ROAD","","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF   ","0"
"1ST FLOOR OF BLOCK B","260981","SK","1996-11-2212.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF BLOCK B","0"
"GROUND FLOOR, 74 LAKE COURT, TUI MIN HOI, SAI KUNG, N.T.","260595","SK","1996-11-1412.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","LAKE COURT","E000000167","","","74  TUI MIN HOI LAKE COURT","","","GROUND FLOOR","G","","","","0","0","Multi - Floor","","22"
"2ND FLOOR AND ROOF","260609","SK","1996-11-1412.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","260612","SK","1996-11-1412.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"GROUND FLOOR","260789","SK","1996-11-1912.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"GROUND FLOOR","260801","SK","1996-11-1912.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"1ST, 2ND & ROOF OF THE BUILDING","260636","SK","1996-11-1512.00.00","","","","","","","","","","","","","","1ST, "," THE BUILDING","","","","","","","0","1","No Estate Info","2ND & ROOF OF","0"
